audience_percent,critic_percent,title,audience_number,critic_number,release_year,genre,runtime,differential,bubble_width
45,49,A Kid Like Jake,100,49,2018.0,Drama,1:32,4,11.3860359318845
60,88,Claire's Camera,100,49,2017.0,Comedy/Drama,1:09,28,11.3860359318845
64,90,Framing John DeLorean,100,48,2019.0,Documentary,1:49,26,11.240244892502977
56,46,Spell,100,48,2020.0,Horror/Mystery and thriller,1:31,-10,11.240244892502977
86,96,Dating Amber,100,48,2020.0,Drama/Gay and lesbian,1:32,10,11.240244892502977
50,43,Sergio,100,47,2020.0,Drama,1:58,-7,11.093310301199846
25,68,Happily,100,47,2021.0,Comedy/Romance,1:36,43,11.093310301199846
83,98,Ryuichi Sakamoto: Coda,100,47,2017.0,Music/Documentary,1:41,15,11.093310301199846
82,72,A Call to Spy,100,47,2019.0,Drama/History,2:04,-10,11.093310301199846
89,94,The Great Buster: A Celebration,100,47,2018.0,Documentary,1:42,5,11.093310301199846
89,91,Rumble: The Indians Who Rocked the World,100,46,2017.0,Music/Documentary,1:43,2,10.945198564139895
64,78,Lu Over the Wall,100,46,2017.0,Comedy/Adventure,1:47,14,10.945198564139895
65,91,Uncorked,100,46,2020.0,Drama,1:44,26,10.945198564139895
49,70,Puppet Master: The Littlest Reich,100,46,2018.0,Horror,1:30,21,10.945198564139895
91,98,Rodents of Unusual Size,100,46,2017.0,Documentary,1:11,7,10.945198564139895
59,54,Swimming With Men,100,46,2018.0,Comedy,1:37,-5,10.945198564139895
63,73,Back to Burgundy,100,45,2017.0,Drama/Comedy,1:53,10,10.795874345554918
96,59,Fatima,100,44,2020.0,Drama/History,1:53,-37,10.645300436514761
44,77,Nightmare Cinema,100,44,2018.0,Horror,1:59,33,10.645300436514761
91,100,A Secret Love,100,44,2020.0,Drama/Gay and lesbian,1:23,9,10.645300436514761
25,36,Primal,100,44,2019.0,Action,1:37,11,10.645300436514761
68,53,Freak Show,100,43,2017.0,Drama/Gay and lesbian,1:31,-15,10.493437610589469
29,84,Mohawk,100,43,2017.0,History/Drama,1:31,55,10.493437610589469
73,62,Edie,100,42,2017.0,Drama,1:42,-11,10.34024446475599
24,33,Death of Me,100,42,2020.0,Horror/Mystery and thriller,1:34,9,10.34024446475599
42,39,Ghosts of War,100,41,2020.0,Horror/Mystery and thriller,1:35,-3,10.185677243651742
84,90,Itzhak,100,40,2017.0,Music/Documentary,1:23,6,10.029689644980788
60,83,That Summer,100,40,2017.0,Documentary,1:20,23,10.029689644980788
55,50,Earthquake Bird,100,40,2019.0,Drama/Crime,1:47,-5,10.029689644980788
71,90,Pin Cushion,100,40,2017.0,Drama,1:22,19,10.029689644980788
56,87,A Poem Is a Naked Person,100,39,1974.0,Music/Documentary,1:30,31,9.872232603526719
30,67,Bitch,100,39,2017.0,Comedy,1:36,37,9.872232603526719
77,100,Harmonium,100,39,2016.0,Drama,1:58,23,9.872232603526719
85,79,Bad Reputation,100,38,2018.0,Music/Documentary,1:35,-6,9.713254050808038
31,13,Kings,100,38,2017.0,Drama,1:27,-18,9.713254050808038
58,76,Rejoice & Shout,100,38,2010.0,Documentary,1:55,18,9.713254050808038
82,92,They'll Love Me When I'm Dead,100,37,2018.0,Documentary,1:38,10,9.552698646911638
72,89,Give Me Liberty,100,37,2019.0,Drama/Comedy,1:50,17,9.552698646911638
41,57,Duck Butter,100,37,2018.0,Drama/Gay and lesbian,1:33,16,9.552698646911638
36,41,Gauguin: Voyage to Tahiti,100,37,2017.0,Drama/Biography,1:42,5,9.552698646911638
52,62,Entanglement,100,37,2017.0,Romance,1:25,10,9.552698646911638
60,54,All Day and a Night,100,37,2020.0,Drama,2:01,-6,9.552698646911638
39,76,I Trapped the Devil,100,37,2019.0,Horror/Other,1:22,37,9.552698646911638
90,100,Bathtubs Over Broadway,100,36,2018.0,Documentary,1:27,10,9.390507480439723
20,0,Stratton,100,36,2017.0,Mystery and thriller/Action,1:35,-20,9.390507480439723
88,97,Tell Me Who I Am,100,36,2019.0,Drama,1:25,9,9.390507480439723
80,97,Tehran Taboo,100,36,2017.0,Drama/Animation,1:36,17,9.390507480439723
49,89,After Midnight,100,36,2019.0,Horror,1:23,40,9.390507480439723
59,44,Madame,100,36,2017.0,Romance,1:31,-15,9.390507480439723
58,92,Beetle Queen Conquers Tokyo,100,36,2009.0,Documentary,1:30,34,9.390507480439723
30,44,Evergreen,100,36,2004.0,Drama,1:27,14,9.390507480439723
80,89,Joan Didion: The Center Will Not Hold,100,35,2017.0,Documentary,1:34,9,9.22661773178138
75,74,Super Size Me 2: Holy Chicken!,100,35,2017.0,Documentary,1:33,-1,9.22661773178138
58,37,Patrick,100,35,2018.0,Comedy,1:34,-21,9.22661773178138
70,69,Eric Clapton: Life in 12 Bars,100,35,2017.0,Music/Documentary,2:15,-1,9.22661773178138
18,9,Force of Nature,100,35,2020.0,Mystery and thriller/Action,1:31,-9,9.22661773178138
73,71,Danger Close: The Battle of Long Tan,100,35,2019.0,Drama/History,1:58,-2,9.22661773178138
82,80,Scare Package,100,35,2019.0,Comedy/Horror,1:43,-2,9.22661773178138
64,94,The Rape of Recy Taylor,100,35,2017.0,Drama,1:31,30,9.22661773178138
39,79,Buffalo Boys,100,34,2018.0,Western/Adventure,1:42,40,9.060962294042406
84,82,Quincy,100,34,2018.0,Music/Documentary,2:04,-2,9.060962294042406
70,56,Mortal,100,34,2020.0,Mystery and thriller/Fantasy,1:44,-14,9.060962294042406
66,85,Vazante,100,34,2017.0,Drama/History,1:56,19,9.060962294042406
59,68,Come Sunday,100,34,2018.0,Biography/Drama,1:46,9,9.060962294042406
31,38,Point Blank,100,34,2019.0,Action/Mystery and thriller,1:26,7,9.060962294042406
79,79,The China Hustle,100,34,2017.0,Documentary,1:24,0,9.060962294042406
26,36,Ardor,100,33,2014.0,Adventure/Mystery and thriller,1:40,10,8.893469344897873
71,12,An Acceptable Loss,100,33,2018.0,Mystery and thriller,1:42,-59,8.893469344897873
68,67,Manolo: The Boy Who Made Shoes for Lizards,100,33,2017.0,Documentary,1:29,-1,8.893469344897873
76,97,People's Republic of Desire,100,33,2018.0,Documentary,1:35,21,8.893469344897873
70,70,Abe,100,33,2019.0,Comedy/Drama,1:25,0,8.893469344897873
89,97,Harold and Lillian: A Hollywood Love Story,100,33,2015.0,Documentary,1:34,8,8.893469344897873
70,69,Adopt a Highway,100,32,2019.0,Drama,1:21,-1,8.724061861322062
38,81,Midnighters,100,32,2017.0,Other/Horror,1:34,43,8.724061861322062
67,88,October Country,100,32,2009.0,Documentary,1:20,21,8.724061861322062
65,97,Mavis!,100,32,2015.0,Biography/Music,1:20,32,8.724061861322062
29,19,The Haunting of Sharon Tate,100,32,2019.0,Horror/Mystery and thriller,1:34,-10,8.724061861322062
37,69,Triple Threat,100,32,2019.0,Sports and fitness/Action,1:36,32,8.724061861322062
62,94,Old Stone,100,31,2016.0,Drama/Mystery and thriller,1:20,32,8.552657067536824
84,77,Full Battle Rattle,100,31,2008.0,Documentary,1:32,-7,8.552657067536824
74,100,The World Before Your Feet,100,31,2018.0,Documentary,1:35,26,8.552657067536824
51,74,Danny Says,100,31,2015.0,Documentary/Music,1:44,23,8.552657067536824
74,90,Portrait of Wally,100,31,2012.0,Documentary,1:30,16,8.552657067536824
42,32,2067,100,31,2020.0,Sci fi/Mystery and thriller,1:54,-10,8.552657067536824
40,61,The New Romantic,100,31,2018.0,Romance,1:22,21,8.552657067536824
44,68,The Decent One,100,31,2014.0,Documentary/Drama,1:34,24,8.552657067536824
74,77,Strange Powers: Stephin Merritt and the Magnetic Fields,100,31,2010.0,Documentary,1:24,3,8.552657067536824
55,20,The Death and Life of John F. Donovan,100,30,2018.0,Drama,2:03,-35,8.379165804519056
44,100,Babylon,100,30,1980.0,Drama,1:35,56,8.379165804519056
16,37,State Like Sleep,100,30,2018.0,Drama/Mystery and thriller,1:44,21,8.379165804519056
61,70,Roxanne Roxanne,100,30,2017.0,Biography/Music,1:38,9,8.379165804519056
29,27,Five Nights in Maine,100,30,2015.0,Drama,1:24,-2,8.379165804519056
72,90,Afternoon of a Faun: Tanaquil Le Clercq,100,30,2013.0,Documentary,1:31,18,8.379165804519056
69,48,The Cartel,100,29,2009.0,Documentary,1:30,-21,8.20349180691225
55,55,Half Magic,100,29,2018.0,Romance,1:40,0,8.20349180691225
78,90,One Week and a Day,100,29,2016.0,Drama,1:38,12,8.20349180691225
76,93,Saturday Church,100,29,2017.0,Gay and lesbian/Drama,1:22,17,8.20349180691225
51,93,Hagazussa: A Heathen's Curse,100,29,2017.0,Horror,1:42,42,8.20349180691225
78,72,Dumbstruck,100,29,2010.0,Documentary,1:25,-6,8.20349180691225
80,96,Becoming Astrid,100,28,2018.0,Drama/Biography,2:03,16,8.02553087005176
79,39,Blue Iguana,100,28,2018.0,Comedy,1:48,-40,8.02553087005176
51,75,Flammable Children,100,28,2018.0,Comedy,1:37,24,8.02553087005176
69,75,Anchor and Hope,100,28,2017.0,Drama/Gay and lesbian,1:53,6,8.02553087005176
97,96,Better Days,100,28,2019.0,Drama,2:15,-1,8.02553087005176
52,75,The Long Dumb Road,100,28,2018.0,Comedy,1:30,23,8.02553087005176
20,21,October Gale,100,28,2014.0,Drama/Mystery and thriller,1:31,1,8.02553087005176
56,61,Jonathan,100,28,2018.0,Sci fi/Drama,1:41,5,8.02553087005176
73,96,The Death and Life of Marsha P. Johnson,100,28,2017.0,Documentary,1:45,23,8.02553087005176
28,57,They Remain,100,28,2017.0,Horror/Mystery and thriller,1:42,29,8.02553087005176
45,33,Wolves,100,27,2016.0,Drama,1:50,-12,7.845169885845621
26,33,Loitering With Intent,100,27,2014.0,Drama/Comedy,1:15,7,7.845169885845621
60,85,Sollers Point,100,27,2017.0,Drama,1:41,25,7.845169885845621
69,30,Little Women,100,27,2018.0,Drama,1:52,-39,7.845169885845621
46,85,Harry Benson: Shoot First,100,27,2016.0,Documentary,1:27,39,7.845169885845621
64,78,Behind the Burly Q,100,27,2010.0,Documentary,1:37,14,7.845169885845621
71,96,Karl Marx City,100,26,2016.0,Documentary,1:29,25,7.662285721192069
86,92,In Search of Greatness,100,26,2018.0,Documentary,1:20,6,7.662285721192069
76,96,John Mulaney & The Sack Lunch Bunch,100,26,2019.0,Comedy/Kids and family,1:10,20,7.662285721192069
72,58,Have a Good Trip: Adventures in Psychedelics,100,26,2020.0,Documentary,,-14,7.662285721192069
86,85,God Knows Where I Am,100,26,2016.0,Documentary,1:39,-1,7.662285721192069
74,58,Crown Vic,100,26,2019.0,Mystery and thriller/Action,1:40,-16,7.662285721192069
46,58,May in the Summer,100,26,2013.0,Comedy/Drama,1:37,12,7.662285721192069
49,42,Whisky Galore!,100,26,2016.0,Comedy,1:39,-7,7.662285721192069
55,23,Otherhood,100,26,2019.0,Comedy,1:40,-32,7.662285721192069
33,85,Hermia & Helena,100,26,2016.0,Comedy/Drama,1:27,52,7.662285721192069
47,40,All We Had,100,25,2016.0,Drama,1:45,-7,7.476743906106103
60,84,Women Art Revolution,100,25,2010.0,Documentary,1:23,24,7.476743906106103
35,64,St. Agatha,100,25,2018.0,Horror/Mystery and thriller,1:30,29,7.476743906106103
39,24,Running With the Devil,100,25,2019.0,Drama/Crime,1:40,-15,7.476743906106103
55,40,El Chicano,100,25,2018.0,Mystery and thriller/Action,1:47,-15,7.476743906106103
60,72,Nancy Drew and the Hidden Staircase,100,25,2019.0,Adventure/Mystery and thriller,1:29,12,7.476743906106103
50,88,La Sapienza,100,25,2014.0,Drama,1:37,38,7.476743906106103
42,16,Dear Dictator,100,25,2017.0,Comedy,1:30,-26,7.476743906106103
9,21,Looking Glass,100,24,2018.0,Mystery and thriller,1:44,12,7.288397090280924
10,4,211,100,24,2018.0,Mystery and thriller/Action,1:23,-6,7.288397090280924
57,92,Deidra & Laney Rob a Train,100,24,2017.0,Drama/Crime,1:20,35,7.288397090280924
48,38,Backstabbing for Beginners,100,24,2018.0,Drama/Mystery and thriller,1:48,-10,7.288397090280924
64,63,Planet of the Humans,100,24,2019.0,Documentary,1:40,-1,7.288397090280924
78,100,Mercury 13,100,24,2018.0,Documentary,1:19,22,7.288397090280924
50,71,Web Junkie,100,24,2013.0,Drama/Biography,1:14,21,7.288397090280924
75,58,Django,100,24,2017.0,Music/Drama,1:55,-17,7.288397090280924
81,92,Pelican Dreams,100,24,2014.0,Documentary,1:20,11,7.288397090280924
42,79,Beyond Clueless,100,24,2014.0,Drama,1:29,37,7.288397090280924
96,96,Springsteen on Broadway,100,24,2018.0,,,0,7.288397090280924
91,88,Budrus,100,24,2009.0,Documentary/Biography,1:18,-3,7.288397090280924
73,75,Andre Gregory: Before and After Dinner,100,24,2013.0,Documentary,1:48,2,7.288397090280924
68,83,Urok,100,23,2014.0,Drama,1:47,15,7.097083215743026
86,78,El último traje,100,23,2017.0,Drama/Comedy,1:32,-8,7.097083215743026
46,61,The Occupant,100,23,2020.0,Drama/Mystery and thriller,1:43,15,7.097083215743026
36,57,Slice,100,23,2018.0,Horror/Comedy,1:23,21,7.097083215743026
33,65,Still/Born,100,23,2017.0,Mystery and thriller/Horror,1:27,32,7.097083215743026
63,83,Level 16,100,23,2018.0,Mystery and thriller/Sci fi,1:42,20,7.097083215743026
38,4,Jacob's Ladder,100,23,2019.0,Mystery and thriller,1:29,-34,7.097083215743026
42,30,The Legacy of a Whitetail Deer Hunter,100,23,2018.0,Comedy/Drama,1:23,-12,7.097083215743026
64,61,Mad to Be Normal,100,23,2017.0,Biography/Drama,1:46,-3,7.097083215743026
73,96,"Bikram: Yogi, Guru, Predator",100,23,2019.0,Documentary/Drama,1:26,23,7.097083215743026
43,52,The Forgiven,100,23,2017.0,Drama/Mystery and thriller,1:55,9,7.097083215743026
80,78,Big Boys Gone Bananas!,100,23,2011.0,Documentary/Biography,1:30,-2,7.097083215743026
62,78,Cupcakes,100,23,2013.0,Comedy/Gay and lesbian,1:32,16,7.097083215743026
44,9,Despite the Falling Snow,100,22,2016.0,Romance/Mystery and thriller,1:33,-35,6.9026233386080005
44,14,Krystal,100,22,2017.0,Drama/Comedy,1:33,-30,6.9026233386080005
67,77,American Folk,100,22,2017.0,Drama/Music,1:39,10,6.9026233386080005
82,91,Jinn,100,22,2018.0,Drama,1:31,9,6.9026233386080005
85,82,The Opening Act,100,22,2020.0,Comedy,1:30,-3,6.9026233386080005
43,59,Walt & El Grupo,100,22,2008.0,Documentary,1:46,16,6.9026233386080005
59,14,Damascus Cover,100,22,2017.0,Mystery and thriller/Action,1:33,-45,6.9026233386080005
85,41,The Big Ugly,100,22,2020.0,Drama/Crime,1:46,-44,6.9026233386080005
50,86,Time Share,100,22,2018.0,Drama,1:36,36,6.9026233386080005
48,64,Kaleidoscope,100,22,2016.0,Mystery and thriller,1:40,16,6.9026233386080005
47,82,Meeting Resistance,100,22,2007.0,Documentary,1:24,35,6.9026233386080005
40,52,Elizabeth Harvest,100,21,2018.0,Sci fi/Mystery and thriller,1:48,12,6.704819013328363
44,86,Bestiaire,100,21,2012.0,Documentary,1:12,42,6.704819013328363
38,76,Second Coming,100,21,2014.0,Drama,1:45,38,6.704819013328363
64,90,Never Grow Old,100,21,2019.0,Western/Mystery and thriller,1:40,26,6.704819013328363
64,29,Hammer of the Gods,100,21,2013.0,Drama/History,1:39,-35,6.704819013328363
19,48,Red Christmas,100,21,2016.0,Other/Horror,1:22,29,6.704819013328363
36,67,Helen,100,21,2008.0,Drama,1:19,31,6.704819013328363
37,24,The Postcard Killings,100,21,2020.0,Mystery and thriller,1:44,-13,6.704819013328363
60,90,My Great Night,100,21,2015.0,Comedy,1:38,30,6.704819013328363
84,100,Planet Earth: One Amazing Day,100,21,2017.0,Documentary,1:35,16,6.704819013328363
68,100,Ali Wong: Hard Knock Wife,100,21,2018.0,,,32,6.704819013328363
70,57,Dancing Across Borders,100,21,2009.0,Documentary,1:28,-13,6.704819013328363
22,57,War Story,100,21,2014.0,Drama,1:30,35,6.704819013328363
51,76,Monster Party,100,21,2018.0,Horror/Mystery and thriller,1:29,25,6.704819013328363
33,71,The Ice Cream Truck,100,21,2017.0,Comedy/Horror,1:36,38,6.704819013328363
81,67,My Father and the Man in Black,100,21,2012.0,Documentary,1:30,-14,6.704819013328363
56,71,Prince,100,21,2015.0,Drama,1:18,15,6.704819013328363
33,62,La Maison de la radio,100,21,2013.0,Documentary,1:39,29,6.704819013328363
58,14,Redemption Day,100,21,2021.0,Mystery and thriller/Action,1:40,-44,6.704819013328363
37,33,Who Killed Nancy?,100,21,2009.0,Documentary/Music,1:40,-4,6.704819013328363
22,10,Happy Family,100,21,2017.0,Comedy/Animation,1:36,-12,6.704819013328363
31,40,Only,100,20,2019.0,Mystery and thriller,1:38,9,6.503449126242364
76,55,Can We Take a Joke?,100,20,2015.0,Documentary,1:15,-21,6.503449126242364
81,85,First Match,100,20,2018.0,Drama,1:42,4,6.503449126242364
22,0,John Henry,100,20,2020.0,Drama/Mystery and thriller,1:31,-22,6.503449126242364
62,95,The World Is Yours,100,20,2018.0,Drama/Crime,,33,6.503449126242364
62,95,It's Not Yet Dark,100,20,2016.0,Documentary,1:17,33,6.503449126242364
75,85,Defamation,100,20,2009.0,Documentary,1:31,10,6.503449126242364
34,50,Brave New Jersey,100,20,2016.0,Comedy,1:31,16,6.503449126242364
49,45,Youth in Oregon,100,20,2016.0,Drama/Comedy,1:39,-4,6.503449126242364
43,50,Blood Fest,100,20,2018.0,Horror/Comedy,1:30,7,6.503449126242364
88,95,Becks,100,20,2017.0,Music/Drama,1:31,7,6.503449126242364
61,70,The Outrageous Sophie Tucker,100,20,2014.0,Documentary,1:36,9,6.503449126242364
47,60,Running From Crazy,100,20,2012.0,Drama/Biography,1:45,13,6.503449126242364
56,85,Violet,100,20,2014.0,Drama,1:22,29,6.503449126242364
7,35,24 Exposures,100,20,2013.0,Mystery and thriller,1:17,28,6.503449126242364
47,95,Tikkun,100,20,2015.0,Drama,2:00,48,6.503449126242364
73,70,Buena Vista Social Club: Adiós,100,20,2017.0,Music/Documentary,1:50,-3,6.503449126242364
72,75,Hair High,100,20,2004.0,Comedy/Animation,1:18,3,6.503449126242364
51,35,The Female Brain,100,20,2017.0,Romance,1:40,-16,6.503449126242364
67,80,Eva Hesse,100,20,2016.0,Documentary/Biography,1:45,13,6.503449126242364
90,100,John Mulaney: Kid Gorgeous at Radio City,100,20,2018.0,Comedy/Stand up,1:04,10,6.503449126242364
64,60,Us and Them,100,20,2017.0,Drama/Crime,1:23,-4,6.503449126242364
62,65,Days of Grace,100,20,2011.0,Mystery and thriller,2:13,3,6.503449126242364
63,65,Hey Bartender!,100,20,2013.0,Documentary,1:32,2,6.503449126242364
89,90,The Sentence,100,20,2018.0,,,1,6.503449126242364
48,60,You Might Be the Killer,100,20,2018.0,Horror,2:00,12,6.503449126242364
53,50,The Free World,100,20,2016.0,Romance/Drama,1:40,-3,6.503449126242364
33,45,Military Intelligence and You!,100,20,2006.0,Comedy,1:18,12,6.503449126242364
43,68,"Rabin, the Last Day",100,19,2015.0,Drama,2:33,25,6.298266028731006
79,95,Li and the Poet,100,19,2011.0,Drama,1:32,16,6.298266028731006
59,32,Irreplaceable You,100,19,2018.0,Drama/Romance,1:36,-27,6.298266028731006
44,68,Head Count,100,19,2018.0,Horror/Mystery and thriller,1:30,24,6.298266028731006
69,84,Avengement,100,19,2019.0,Action,1:27,15,6.298266028731006
36,47,Preggoland,100,19,2014.0,Drama/Comedy,1:49,11,6.298266028731006
57,53,Bloodline,100,19,2018.0,Horror/Mystery and thriller,1:38,-4,6.298266028731006
52,63,The Odyssey,100,19,2016.0,Drama/Adventure,2:03,11,6.298266028731006
61,100,They Will Have to Kill Us First,100,19,2015.0,Documentary,1:45,39,6.298266028731006
71,42,Katie Says Goodbye,100,19,2016.0,Drama,1:28,-29,6.298266028731006
62,79,Mega Time Squad,100,19,2018.0,Adventure/Action,1:26,17,6.298266028731006
79,74,Bernard and Huey,100,19,2017.0,Drama/Comedy,1:30,-5,6.298266028731006
38,74,11 Minutes,100,19,2015.0,Mystery and thriller,1:21,36,6.298266028731006
25,5,The Courier,100,19,2019.0,Action,1:37,-20,6.298266028731006
50,89,The Iron Ministry,100,19,2014.0,Documentary,1:22,39,6.298266028731006
51,63,The Banana Splits Movie,100,19,2019.0,Horror,1:26,12,6.298266028731006
67,89,Sunday's Illness,100,19,2018.0,Drama,1:53,22,6.298266028731006
60,79,24 Days,100,19,2014.0,Drama,1:50,19,6.298266028731006
24,32,Inside,100,19,2016.0,Horror/Mystery and thriller,1:31,8,6.298266028731006
43,47,The Catechism Cataclysm,100,19,2011.0,Comedy,1:21,4,6.298266028731006
79,79,Runoff,100,19,2014.0,Drama,1:30,0,6.298266028731006
30,0,The Knot,100,19,2012.0,Romance,1:32,-30,6.298266028731006
44,42,The Girl King,100,19,2015.0,Biography/Drama,1:46,-2,6.298266028731006
15,16,Septic Man,100,19,2013.0,Horror,1:27,1,6.298266028731006
52,84,Charlotte Rampling: The Look,100,19,2011.0,Documentary,1:38,32,6.298266028731006
86,84,Force of Nature: The David Suzuki Movie,100,19,2010.0,Documentary,1:33,-2,6.298266028731006
84,89,I Am Lisa,100,19,2020.0,Horror/Mystery and thriller,1:32,5,6.298266028731006
29,63,Claire in Motion,100,19,2016.0,Drama/Mystery and thriller,1:23,34,6.298266028731006
23,17,Tasting Menu,100,18,2013.0,Drama/Comedy,1:27,-6,6.088990769440213
16,28,Rattlesnake,100,18,2019.0,Mystery and thriller,1:25,12,6.088990769440213
60,100,A Gray State,100,18,2017.0,Documentary,1:33,40,6.088990769440213
64,83,Don't Call Me Son,100,18,2016.0,Drama,1:22,19,6.088990769440213
95,61,Shooting Heroin,100,18,2019.0,Drama/Mystery and thriller,,-34,6.088990769440213
23,22,Bleeding Steel,100,18,2017.0,Sci fi/Mystery and thriller,1:50,-1,6.088990769440213
24,28,Mara,100,18,2018.0,Horror/Mystery and thriller,1:38,4,6.088990769440213
48,61,Policeman,100,18,2011.0,Drama,1:45,13,6.088990769440213
31,61,Bullet Head,100,18,2017.0,Drama/Crime,1:33,30,6.088990769440213
75,83,After Everything,100,18,2018.0,Romance,1:35,8,6.088990769440213
17,28,House of the Sleeping Beauties,100,18,2006.0,Drama,1:39,11,6.088990769440213
81,39,MFKZ,100,18,2017.0,Sci fi/Anime,1:30,-42,6.088990769440213
76,83,Our Man in Tehran,100,18,2013.0,Documentary,1:25,7,6.088990769440213
33,28,The Time Being,100,18,2012.0,Mystery and thriller,1:28,-5,6.088990769440213
73,61,Through a Lens Darkly: Black Photographers and the Emergence of a People,100,18,2014.0,Documentary,1:30,-12,6.088990769440213
53,67,Ancien and the Magic Tablet,100,18,2017.0,Anime/Drama,1:50,14,6.088990769440213
47,56,This Changes Everything,100,18,2015.0,Documentary,1:29,9,6.088990769440213
79,83,Saving Marriage,100,18,2006.0,Documentary/Gay and lesbian,1:30,4,6.088990769440213
58,72,Soul Boys of the Western World,100,18,2014.0,Documentary/Biography,1:50,14,6.088990769440213
76,89,It Came From Kuchar,100,18,2009.0,Comedy/Documentary,1:26,13,6.088990769440213
36,72,"If You Don't, I Will",100,18,2014.0,Comedy,1:42,36,6.088990769440213
33,39,Special Treatment,100,18,2010.0,Comedy/Drama,1:35,6,6.088990769440213
84,89,The Great Buddha+,100,18,2017.0,Comedy,1:44,5,6.088990769440213
88,89,The Desert of Forbidden Art,100,18,2010.0,Drama/Documentary,1:20,1,6.088990769440213
73,88,Social Animals,100,17,2018.0,Documentary,1:26,15,5.875307153057772
19,18,One Last Heist,100,17,2017.0,Drama/Crime,1:40,-1,5.875307153057772
61,47,Curvature,100,17,2017.0,Sci fi/Mystery and thriller,1:30,-14,5.875307153057772
66,65,WolfCop II,100,17,2016.0,Horror/Comedy,1:22,-1,5.875307153057772
61,88,Zoo,100,17,2017.0,Drama/War,1:37,27,5.875307153057772
67,88,Batman: Hush,100,17,2019.0,Adventure/Action,1:22,21,5.875307153057772
47,59,Klown Forever,100,17,2015.0,Comedy,1:39,12,5.875307153057772
44,71,Reset,100,17,2015.0,Documentary,1:50,27,5.875307153057772
46,65,Finding Altamira,100,17,2016.0,Drama/History,1:33,19,5.875307153057772
24,24,Stay,100,17,2013.0,Drama,1:39,0,5.875307153057772
89,88,The Witch: Part 1. The Subversion (Manyeo),100,17,2018.0,,,-1,5.875307153057772
38,29,Can You Keep a Secret?,100,17,2019.0,Romance,1:34,-9,5.875307153057772
12,29,Secret Obsession,100,17,2019.0,Drama/Mystery and thriller,1:37,17,5.875307153057772
38,59,Line of Duty,100,17,2019.0,Mystery and thriller/Action,1:39,21,5.875307153057772
78,0,The Music of Silence,100,17,2017.0,Music/Drama,2:10,-78,5.875307153057772
52,76,Jerry Seinfeld: 23 Hours to Kill,100,17,2020.0,Stand up/Comedy,1:00,24,5.875307153057772
25,47,Two Men in Town,100,17,2014.0,Drama,1:56,22,5.875307153057772
61,76,112 Weddings,100,17,2014.0,Documentary,1:35,15,5.875307153057772
83,100,Cousin Jules,100,17,1972.0,Documentary,1:31,17,5.875307153057772
79,88,"Louise Bourgeois: The Spider, the Mistress and the Tangerine",100,17,2008.0,Documentary,1:39,9,5.875307153057772
55,71,Uncertain Terms,100,17,2014.0,Comedy/Drama,1:15,16,5.875307153057772
46,94,The Cage Fighter,100,17,2017.0,Documentary,1:21,48,5.875307153057772
29,0,Speed Kills,100,17,2018.0,Drama/Action,1:42,-29,5.875307153057772
50,53,Good for Nothing,100,17,2012.0,Comedy/Western,1:32,3,5.875307153057772
73,88,Liberty Kid,100,17,2007.0,Drama,1:32,15,5.875307153057772
10,24,All Things to All Men,100,17,2012.0,Drama/Crime,1:24,14,5.875307153057772
77,88,A Small Act,100,17,2010.0,Documentary,1:28,11,5.875307153057772
45,94,SHOT! The Psycho-Spiritual Mantra of Rock,100,17,2016.0,Documentary/Music,1:35,49,5.875307153057772
62,94,Colliding Dreams,100,17,2015.0,Documentary,2:15,32,5.875307153057772
63,82,Juanita,100,17,2019.0,Drama,1:30,19,5.875307153057772
34,47,One & Two,100,17,2015.0,Drama/Mystery and thriller,1:30,13,5.875307153057772
33,47,A Christmas Prince: The Royal Wedding,100,17,2018.0,Romance,1:30,14,5.875307153057772
73,88,When I Walk,100,17,2013.0,Documentary,1:24,15,5.875307153057772
39,76,Stop the Pounding Heart,100,17,2013.0,Drama,1:41,37,5.875307153057772
89,94,The Pinochet Case,100,17,2001.0,Documentary,1:54,5,5.875307153057772
82,76,Plot for Peace,100,17,2013.0,Documentary/Mystery and thriller,1:24,-6,5.875307153057772
53,59,American Animal,100,17,2011.0,Comedy/Drama,1:35,6,5.875307153057772
85,100,Booker's Place: A Mississippi Story,100,17,2012.0,Documentary/Mystery and thriller,1:30,15,5.875307153057772
49,63,Applecart,100,16,2017.0,Horror,1:26,14,5.656854249492381
73,94,Number 37,100,16,2018.0,Mystery and thriller,1:40,21,5.656854249492381
44,94,The Last Impresario,100,16,2013.0,Biography,1:25,50,5.656854249492381
32,44,Quartet,100,16,1981.0,Drama,1:41,12,5.656854249492381
56,50,Feel the Beat,100,16,2020.0,Drama,1:49,-6,5.656854249492381
46,6,The Amityville Murders,100,16,2018.0,Horror/Mystery and thriller,1:38,-40,5.656854249492381
29,38,Tricked,100,16,2013.0,Documentary,1:20,9,5.656854249492381
46,94,Sand Dollars,100,16,2014.0,Gay and lesbian/Drama,1:24,48,5.656854249492381
66,69,Sunset Edge,100,16,2015.0,Drama/Mystery and thriller,1:23,3,5.656854249492381
57,94,Last Hijack,100,16,2014.0,Documentary,1:25,37,5.656854249492381
88,69,Babysplitters,100,16,2019.0,Comedy,1:59,-19,5.656854249492381
43,56,Septien,100,16,2011.0,Drama,1:19,13,5.656854249492381
